"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","217976","","","","0"
"1988","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","216532","","","","0"
"1989","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","217371","","","","0"
"1990","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","206163","","","","0"
"1991","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","160014","","","","0"
"1992","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","173245","","","","0"
"1993","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","161794","","","","0"
"1994","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","162085","","","","0"
"1995","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","119501","","","","0"
"1996","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","117834","","","","0"
"1997","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","143386","","","","0"
"1998","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","133941","","","","0"
"1999","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","140986","","","","0"
"2000","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","145873","","","","0"
"2001","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","151936","","","","0"
"2002","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","185626","","","","0"
"2003","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","199244","","","","0"
"2004","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","215621","","","","0"
"2005","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","211242","","","","0"
"2006","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","215947","","","","0"
"2007","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","208889","","","","0"
"2008","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","214137","","","","0"
"2009","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","176441","","","","0"
"2010","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","186855","","","","0"
"2011","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","175623","","","","0"
"2012","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","180093","","","","0"
"2013","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","185494","","","","0"
"2014","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","181428","","","","0"
"2015","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","194461","","","","0"
"2016","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","187605","","","","0"
"2017","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","190923","","","","0"
"2018","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","200262","","","","0"
"2019","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","187177","","","","0"
"2020","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","198761","","","","0"
"2021","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","222670","","","","0"
"2022","Canada","2016A000011124","Housing completions","Total units","Units","300","units","0","v732453","1.3.1","219942","","","","0"
"1955","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90553","","","","0"
"1956","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","95656","","","","0"
"1957","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","81096","","","","0"
"1958","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","96830","","","","0"
"1959","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","95455","","","","0"
"1960","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","78113","","","","0"
"1961","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","76171","","","","0"
"1962","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","75593","","","","0"
"1963","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","71585","","","","0"
"1964","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","76225","","","","0"
"1965","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","75104","","","","0"
"1966","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","73858","","","","0"
"1967","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","73631","","","","0"
"1968","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","74640","","","","0"
"1969","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","78584","","","","0"
"1970","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","66615","","","","0"
"1971","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","82978","","","","0"
"1972","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","106508","","","","0"
"1973","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","122696","","","","0"
"1974","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","129704","","","","0"
"1975","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","113409","","","","0"
"1976","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","128623","","","","0"
"1977","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","117792","","","","0"
"1978","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","106195","","","","0"
"1979","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","112105","","","","0"
"1980","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90720","","","","0"
"1981","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","98412","","","","0"
"1982","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","54720","","","","0"
"1983","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","95320","","","","0"
"1984","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","88875","","","","0"
"1985","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","84894","","","","0"
"1986","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","110902","","","","0"
"1987","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","133247","","","","0"
"1988","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","129211","","","","0"
"1989","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","123469","","","","0"
"1990","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","117990","","","","0"
"1991","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","85137","","","","0"
"1992","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","93358","","","","0"
"1993","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90197","","","","0"
"1994","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90731","","","","0"
"1995","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","67619","","","","0"
"1996","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","71509","","","","0"
"1997","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90454","","","","0"
"1998","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","86476","","","","0"
"1999","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90758","","","","0"
"2000","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90077","","","","0"
"2001","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","94387","","","","0"
"2002","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","114066","","","","0"
"2003","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","121138","","","","0"
"2004","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","125702","","","","0"
"2005","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","117903","","","","0"
"2006","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","115650","","","","0"
"2007","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","115704","","","","0"
"2008","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","103798","","","","0"
"2009","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","77773","","","","0"
"2010","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","90734","","","","0"
"2011","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","79798","","","","0"
"2012","Canada","2016A000011124","Housing completions","Single-detached","Units","300","units","0","v732398","1.3.2","80494","","","","0"
