"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413371","7.8.1","61200","A","","","0"
"2018","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413371","7.8.1","61200","A","","","0"
"2019","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413371","7.8.1","63200","A","","","0"
"2020","Quebec","2016A000224","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96413371","7.8.1","67500","A","","","0"
"1976","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72200","","","","0"
"1977","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72300","","","","0"
"1978","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72900","","","","0"
"1979","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72400","","","","0"
"1980","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","73700","","","","0"
"1981","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","71600","","","","0"
"1982","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","69600","","","","0"
"1983","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","68400","","","","0"
"1984","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","69900","","","","0"
"1985","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","70500","","","","0"
"1986","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","70900","","","","0"
"1987","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","70400","","","","0"
"1988","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","71000","","","","0"
"1989","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","74000","","","","0"
"1990","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","70800","","","","0"
"1991","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","68200","","","","0"
"1992","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","67700","","","","0"
"1993","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","65100","A","","","0"
"1994","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","67100","A","","","0"
"1995","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","66600","A","","","0"
"1996","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","66900","A","","","0"
"1997","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","66000","A","","","0"
"1998","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","68400","A","","","0"
"1999","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","70600","A","","","0"
"2000","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","71900","A","","","0"
"2001","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","71800","A","","","0"
"2002","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72300","A","","","0"
"2003","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","71800","A","","","0"
"2004","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","72800","A","","","0"
"2005","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","75200","A","","","0"
"2006","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","76100","A","","","0"
"2007","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","77500","A","","","0"
"2008","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","77300","B","","","0"
"2009","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","79600","A","","","0"
"2010","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","78300","A","","","0"
"2011","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","79400","A","","","0"
"2012","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","83400","A","","","0"
"2013","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","84000","A","","","0"
"2014","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","84900","A","","","0"
"2015","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","86500","A","","","0"
"2016","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","86800","A","","","0"
"2017","Quebec","2016A000224","Median total income","Economic families","2020 constant dollars","425","units","0","v96413372","7.8.2","88700","A","","","0"
