"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1000","","","","0"
"2019-08","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2860","","","","0"
"2019-09","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2004","","","","0"
"2019-10","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2557","","","","0"
"2019-11","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2766","","","","0"
"2019-12","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1733","","","","0"
"2020-01","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","400","","","","0"
"2020-02","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","11309","","","","0"
"2020-03","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1423","","","","0"
"2020-04","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","609","","","","0"
"2020-05","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","4691","","","","0"
"2020-06","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","3186","","","","0"
"2020-07","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","6981","","","","0"
"2020-08","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1245","","","","0"
"2020-09","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1751","","","","0"
"2020-10","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","13875","","","","0"
"2020-11","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","3614","","","","0"
"2020-12","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","194","","","","0"
"2021-01","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","250","","","","0"
"2021-02","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","230","","","","0"
"2021-03","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","12056","","","","0"
"2021-04","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","190","","","","0"
"2021-05","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","6155","","","","0"
"2021-06","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","6774","","","","0"
"2021-07","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","4454","","","","0"
"2021-08","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2795","","","","0"
"2021-09","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","814","","","","0"
"2021-10","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","939","","","","0"
"2021-11","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","0","","","","0"
"2021-12","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","21582","","","","0"
"2022-01","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","5","","","","0"
"2022-02","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","3000","","","","0"
"2022-03","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","5","","","","0"
"2022-04","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","11577","","","","0"
"2022-05","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","0","","","","0"
"2022-06","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","4096","","","","0"
"2022-07","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","191","","","","0"
"2022-08","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","6229","","","","0"
"2022-09","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","7429","","","","0"
"2022-10","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","5444","","","","0"
"2022-11","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","250","","","","0"
"2022-12","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","0","","","","0"
"2023-01","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","2162","","","","0"
"2023-02","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","0","","","","0"
"2023-03","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","53704","","","","0"
"2023-04","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","5","","","","0"
"2023-05","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","14438","","","","0"
"2023-06","Northwest Territories","2021A000261","Total residential and non-residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675073332","13.1.3.1.1","1087","","","","0"
