"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","13070","","","","0"
"2016","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","14070","","","","0"
"2017","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","14590","","","","0"
"2018","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","16320","","","","0"
"2019","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","18920","","","","0"
"2020","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","25170","","","","0"
"2021","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","24860","","","","0"
"2022","Prince Edward Island","2016A000211","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21247500","4.3.2.23","24090","","","","0"
"2000","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","20800","","","","0"
"2001","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","22400","","","","0"
"2002","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","21900","","","","0"
"2003","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","23800","","","","0"
"2004","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","23400","","","","0"
"2005","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","24300","","","","0"
"2006","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","25300","","","","0"
"2007","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","26310","","","","0"
"2008","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","26930","","","","0"
"2009","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","27170","","","","0"
"2010","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","27600","","","","0"
"2011","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","27880","","","","0"
"2012","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","28630","","","","0"
"2013","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","28700","","","","0"
"2014","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","29570","","","","0"
"2015","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","29260","","","","0"
"2016","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","29110","","","","0"
"2017","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","29800","","","","0"
"2018","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","30980","","","","0"
"2019","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","31730","","","","0"
"2020","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","35080","","","","0"
"2021","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","36590","","","","0"
"2022","Prince Edward Island","2016A000211","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21247516","4.3.3.23","37390","","","","0"
"2000","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","21500","","","","0"
"2001","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","23200","","","","0"
"2002","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","23600","","","","0"
"2003","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","24500","","","","0"
"2004","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","24800","","","","0"
"2005","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","25400","","","","0"
"2006","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","27000","","","","0"
"2007","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","28320","","","","0"
"2008","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","29340","","","","0"
"2009","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","28730","","","","0"
"2010","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","30230","","","","0"
"2011","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","31290","","","","0"
"2012","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","32460","","","","0"
"2013","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","33740","","","","0"
"2014","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","33850","","","","0"
"2015","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","33900","","","","0"
"2016","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","33490","","","","0"
"2017","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","34910","","","","0"
"2018","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","34890","","","","0"
"2019","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","35790","","","","0"
"2020","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","40690","","","","0"
"2021","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","40500","","","","0"
"2022","Prince Edward Island","2016A000211","Persons not in census families","35 to 44 years","Median total income","Dollars","81","units","0","v21254676","4.3.4.23","41000","","","","0"
"2000","Prince Edward Island","2016A000211","Persons not in census families","45 to 54 years","Median total income","Dollars","81","units","0","v21254692","4.3.5.23","20500","","","","0"
"2001","Prince Edward Island","2016A000211","Persons not in census families","45 to 54 years","Median total income","Dollars","81","units","0","v21254692","4.3.5.23","20700","","","","0"
"2002","Prince Edward Island","2016A000211","Persons not in census families","45 to 54 years","Median total income","Dollars","81","units","0","v21254692","4.3.5.23","21100","","","","0"
"2003","Prince Edward Island","2016A000211","Persons not in census families","45 to 54 years","Median total income","Dollars","81","units","0","v21254692","4.3.5.23","22600","","","","0"
